title,license,access_level,keywords,last_validation_date,update_frequency,last_update_date,last_update_location,over_due_frequency_ratio,num_hosted_data_files,num_linked_data_files,num_supporting_files,organization,groups,as_of
Weighted clearance rates,Open Government Licence – Ontario,open,"Justice and Public Safety, Law and safety",2015-04-30,never,2015-04-30,external_link,,0,2,2,Community Safety and Correctional Services,,2020-09-10
"Weighted Clearance Rates, Ontario",License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,yearly,,,,0,0,0,Community Safety and Correctional Services,,2020-09-10
Well records,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy, wells",2013-11-16,quarterly,2020-04-30,external_link,0.46153846153846156,0,3,1,"Environment, Conservation and Parks",,2020-09-10
Western Lake Erie index trawl netting data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Western Lake Superior spawning cisco hydroacoustic survey data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Wetlands,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
White meat slaughter,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Rural and north",2016-04-12,yearly,2016-04-12,external_link,3.4164383561643836,0,3,0,Agriculture Food and Rural Affairs,,2020-09-10
White-tailed deer hunting activity and harvest,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2019-12-12,yearly,2019-12-12,external_link,,0,2,2,Natural Resources and Forestry,,2020-09-10
Wholesale gasoline prices – Toronto and New York harbor,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2019-01-10,weekly,2019-01-10,external_link,86.0,0,1,0,"Energy, Northern Development and Mines",,2020-09-10
Wild turkey harvests,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2019-12-12,yearly,2019-12-12,external_link,,0,2,2,Natural Resources and Forestry,,2020-09-10
Wilderness areas (WILDAREA),License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-08-22,other,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Wildlife management units,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Wildlife mitigation strategy database - Eastern Region,License Not Specified,under_review,"Environment and Natural Resources, Infrastructure and Transportation, Environment and energy",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Wildlife values area,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, wildlife, values, forest management planning, breeding, calving, denning, fawning, feeding, general habitat, nursery, nesting site, nesting birds, nesting reptiles, wintering, resting, staging, travel",,periodically,,,,0,2,0,Natural Resources and Forestry,,2020-09-10
Wildlife values site,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, wildlife, values, forest management planning, breeding, calving, denning, fawning, feeding, general habitat, nursery, nesting site, nesting reptiles, wintering, resting, staging, travel corridor, migration",,periodically,,,,0,2,0,Natural Resources and Forestry,,2020-09-10
Withdrawal and re-opening orders,License Not Specified,restricted,"Economy and Business, Environment and Natural Resources, Government",2016-10-13,as_required,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Wolf and coyote hunting activity and harvests,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2019-12-12,yearly,2019-12-12,external_link,,0,2,2,Natural Resources and Forestry,,2020-09-10
Women in Skilled Trades and Information Technology Program,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Education and Training, Economy and Business, Education and training",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,2,0,Women's Issues,,2020-09-10
Wooded areas,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,periodically,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Working at Heights (WAH) Training Program report,Open Government Licence – Ontario,open,"Education and Training, Government",2020-01-30,quarterly,2020-01-30,hosted,1.4615384615384615,1,1,0,Labour,,2020-09-10
Workplace environment guidelines,License Not Specified,under_review,"Economy and Business, Infrastructure and Transportation, Jobs and employment",2017-01-20,as_required,,,,0,0,0,Infrastructure,,2020-09-10
X-ray Inspection Service (XRIS) Computered Tomography (CT) Plan Application,License Not Specified,under_review,"Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
X-ray Inspection Service (XRIS) Installation Plan Application,License Not Specified,under_review,"Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
X-ray Inspection Services Facility Registration,License Not Specified,under_review,"Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
Year-end Correspondence Summary Report,License Not Specified,under_review,"Justice and Public Safety, Government",2016-10-14,yearly,,,,0,0,0,Attorney General,,2020-09-10
Year of Service Recognition,License Not Specified,under_review,"Justice and Public Safety, Government",2017-02-01,yearly,,,,0,0,0,Solicitor General,,2020-09-10
Year over year growth tables,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-31,other,,,,0,0,0,Health,,2020-09-10
Youth Employment Fund (YEF) - client data,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Employment Fund (YEF) - employer data,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Entrepreneurship Partnerships projects,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2017-01-20,as_required,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Youth in custody,License Not Specified,restricted,"Justice and Public Safety, Housing Communities and Social Support, Law and safety",2016-12-21,quarterly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Youth Job Connection - Summer: Client data,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Job Connection - Summer: Employer data,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Job Connection (YJC) - client data,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Job Connection (YJC) - employer data,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Job Link (YJL) - client data,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Job Link (YJL) - employer data,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Job Link (YJL) - service provider data,License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Youth Justice Committees,License Not Specified,under_review,"Justice and Public Safety, Law and safety",2016-10-14,quarterly,,,,0,0,0,Attorney General,,2020-09-10
Youth Justice regional offices,Open Government Licence – Ontario,open,"Justice and Public Safety, Housing Communities and Social Support, Law and safety",2015-04-30,as_required,2015-04-30,external_link,,0,1,1,"Children, Community and Social Services",,2020-09-10
Youth Justice service delivery,Open Government Licence – Ontario,open,"Justice and Public Safety, Housing Communities and Social Support, Government",2016-04-01,as_required,2016-04-01,external_link,,0,1,1,"Children, Community and Social Services",,2020-09-10
Youth Justice Services regional boundaries,Open Government Licence – Ontario,open,"Justice and Public Safety, Housing Communities and Social Support, Law and safety",2015-04-30,never,2015-04-30,external_link,,0,1,0,"Children, Community and Social Services",,2020-09-10
Youth Mental Health Court Worker Program,Open Government Licence – Ontario,open,"Justice and Public Safety, Housing Communities and Social Support, Law and safety",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,1,1,"Children, Community and Social Services",,2020-09-10
Youth Opportunities Fund recipients (2013-16),Open Government Licence – Ontario,open,"Housing Communities and Social Support, Home and community",2015-04-30,other,2015-04-30,external_link,,0,1,1,"Children, Community and Social Services",,2020-09-10
Youth Science and Technology Outreach Program,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Business and economy",2013-05-07,as_required,2013-05-07,external_link,,0,2,2,"Economic Development, Job Creation and Trade",,2020-09-10
Youth served by the Intensive Support and Supervision Program,License Not Specified,restricted,"Housing Communities and Social Support, Government",2016-12-21,quarterly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Youth served by the Youth Mental Health Court Worker Program,License Not Specified,restricted,"Justice and Public Safety, Housing Communities and Social Support, Government",2016-12-21,quarterly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Zooplankton monitoring,License Not Specified,under_review,"Environment and Natural Resources, Environment and energy",2017-01-31,other,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
